【  央视频道  】,#genre#
CCTV5+_联通,http://183.188.23.105:6000/rtp/226.0.2.168:9256
CCTV5+_联通,http://60.220.167.76:8085/rtp/226.0.2.168:9256
CCTV5+_联通,http://221.219.76.222:4000/rtp/239.3.1.130:8004
CCTV5+_联通,http://221.15.7.42:8888/rtp/225.1.4.75:1104
CCTV5+_联通,http://60.220.167.74:8085/rtp/226.0.2.168:9256
CCTV5+_联通,http://123.145.79.12:8002/udp/225.0.4.73:7980
CCTV5+hd_电信,http://118.250.108.154:8888/udp/239.76.253.168:9000
CCTV5+hd_电信,http://118.254.156.131:8888/udp/239.76.253.168:9000
CCTV5+高清_联通,http://221.218.211.229:58888/rtp/239.3.1.130:8004
CCTV5+高清_联通,http://114.252.234.124:8888/rtp/239.3.1.130:8004
CCTV5+高清_联通,http://221.218.212.142:8012/rtp/239.3.1.130:8004
CCTV5_电信,http://123.168.95.193:4000/udp/239.21.2.46:5002
CCTV5_电信,http://171.110.178.134:8088/udp/239.81.0.232:4056
CCTV5_电信,http://60.189.46.86:9999/rtp/233.50.201.197:5140
CCTV5_电信,http://183.142.58.169:8888/rtp/233.50.201.197:5140
CCTV5_电信,http://125.80.158.131:7788/rtp/235.254.198.54:1492
CCTV5_电信,http://171.221.58.141:4000/udp/239.93.42.37:5140
CCTV5_电信,http://120.41.124.126:8888/rtp/239.61.3.35:9728
CCTV5_电信,http://171.221.58.164:4000/udp/239.93.42.37:5140
CCTV5_电信,http://221.234.167.24:8888/rtp/239.69.1.123:10376
CCTV5_电信,http://113.251.180.215:4022/rtp/235.254.198.54:1492
CCTV5_电信,http://114.100.195.107:4022/rtp/238.1.78.171:7240
CCTV5_电信,http://183.133.104.64:8899/rtp/233.50.201.197:5140
CCTV5_电信,http://117.66.231.30:2000/rtp/238.1.78.171:7240
CCTV5_电信,http://222.182.59.240:4022/rtp/235.254.198.54:1492
CCTV5_电信,http://117.28.166.193:8605/rtp/239.61.3.35:9728
CCTV5_电信,http://125.126.220.212:9999/rtp/233.50.201.197:5140
CCTV5_移动,http://120.224.7.90:809/hls/202/index.m3u8
CCTV5_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5_移动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5_联通,http://124.64.236.210:8012/rtp/239.3.1.173:8001
CCTV5_联通,http://123.112.50.33:8888/rtp/239.3.1.173:8001
CCTV5_联通,http://221.218.211.229:58888/rtp/239.3.1.173:8001
CCTV5_联通,http://27.10.208.156:8002/udp/225.0.4.143:7980
CCTV5_联通,http://211.158.154.206:8009/udp/225.0.4.143:7980
CCTV5_联通,http://123.145.70.8:8005/udp/225.0.4.143:7980
CCTV5_联通,http://27.10.1.116:8004/udp/225.0.4.143:7980
CCTV5_联通,http://221.219.76.222:4000/rtp/239.3.1.173:8001
CCTV5_联通,http://123.115.195.226:8888/rtp/239.3.1.173:8001
CCTV5_联通,http://27.11.40.250:8003/udp/225.0.4.143:7980
CCTV5_联通,http://222.129.37.111:9001/rtp/239.3.1.173:8001
CCTV5_联通,http://27.10.213.1:8002/udp/225.0.4.143:7980
CCTV5_联通,http://114.250.19.220:33333/rtp/239.3.1.173:8001
CCTV5_联通,http://114.254.83.72:2222/rtp/239.3.1.173:8001
CCTV5_联通,http://114.243.104.69:8821/rtp/239.3.1.173:8001
CCTV5_联通,http://119.166.177.210:8888/udp/239.253.254.192:8000
CCTV5⁺_电信,http://115.171.216.54:4000/udp/225.1.8.20:8004
CCTV5高清_联通,http://221.218.211.229:58888/rtp/239.3.1.173:8001
CCTV5高清_联通,http://114.252.234.124:8888/rtp/239.3.1.173:8001
IPTV5+_电信,http://106.40.103.226:8888/udp/239.29.1.10:5001
CCTV6_电信,http://121.63.199.107:88/hls/7/index.m3u8
CCTV6_电信,http://123.170.144.250:5000/udp/239.21.2.47:5002
CCTV6_电信,http://123.168.95.193:4000/udp/239.21.2.47:5002
CCTV6_电信,http://60.189.46.86:9999/rtp/233.50.201.198:5140
CCTV6_电信,http://183.133.104.64:8899/rtp/233.50.201.198:5140
CCTV6_电信,http://171.221.58.164:4000/udp/239.93.1.13:2226
CCTV6_电信,http://171.110.178.134:8088/udp/239.81.0.233:4056
CCTV6_电信,http://221.234.167.24:8888/rtp/239.69.1.124:10382
CCTV6_电信,http://113.251.180.215:4022/rtp/235.254.198.55:1496
CCTV6_电信,http://183.142.58.169:8888/rtp/233.50.201.198:5140
CCTV6_电信,http://125.80.158.131:7788/rtp/235.254.198.55:1496
CCTV6_电信,http://117.66.231.30:2000/rtp/238.1.78.172:7248
CCTV6_电信,http://114.100.195.107:4022/rtp/238.1.78.172:7248
CCTV6_电信,http://183.142.58.169:8881/rtp/233.50.201.198:5140
CCTV6_电信,http://125.126.196.197:9999/rtp/233.50.201.198:5140
CCTV6_电信,http://171.221.58.141:4000/udp/239.93.1.13:2226
CCTV6_移动,http://120.224.7.90:809/hls/203/index.m3u8
CCTV6_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV6_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6_移动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6_联通,http://123.112.50.33:8888/rtp/239.3.1.174:8001
CCTV6_联通,http://211.158.154.206:8009/udp/225.0.4.144:7980
CCTV6_联通,http://114.246.174.75:4022/rtp/239.3.1.174:8001
CCTV6_联通,http://27.10.1.116:8005/udp/225.0.4.144:7980
CCTV6_联通,http://27.10.15.209:8005/udp/225.0.4.144:7980
CCTV6_联通,http://221.218.211.229:58888/rtp/239.3.1.174:8001
CCTV6_联通,http://27.10.213.1:8001/udp/225.0.4.144:7980
