【  卡通频道  】,#genre#
西南_重庆少儿_联通,http://27.11.254.102:8010/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.212.20:8010/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.12.165.147:4022/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.11.254.102:8009/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.11.54.191:8003/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://123.145.17.178:8003/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.211.199:8010/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.212.20:8009/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://123.145.17.178:8005/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.11.252.155:8010/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.73.217:8001/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.132.154:8002/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://27.10.108.214:8000/udp/225.0.4.191:7980
西南_重庆少儿_联通,http://123.145.15.254:8004/udp/225.0.4.191:7980
西南_金熊猫卡通_电信,http://182.138.218.105:55555/udp/239.93.1.172:5140
西南_金熊猫卡通_电信,http://125.71.58.153:4022/udp/239.93.1.172:5140
西南_金熊猫卡通_电信,http://118.114.99.140:4022/udp/239.93.1.172:5140
西南_金鹰卡通_电信,http://218.86.140.210:9527/rtp/238.255.2.55:5999
西南_金鹰卡通_电信,http://125.80.152.112:7788/rtp/235.254.198.50:1476
西南_金鹰卡通_电信,http://182.138.218.105:55555/udp/239.93.0.108:5140
西南_金鹰卡通_电信,http://125.71.58.153:4022/udp/239.93.0.108:5140
西南_金鹰卡通_电信,http://113.251.228.247:7788/rtp/235.254.198.50:1476
西南_金鹰卡通_电信,http://118.114.99.140:4022/udp/239.93.0.108:5140
西南_金鹰卡通_电信,http://119.86.72.175:4022/rtp/235.254.198.50:1476
西南_金鹰卡通_移动,http://112.44.6.47:4022/udp/239.11.0.127:5140
金鹰卡通_移动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
【  卡通高清频道  】,#genre#
